cnae_name,cnae_formated_code,cnae_category,cnae_code
Representantes comerciais e agentes do comércio de veículos automotores,4512-9/01,subclass,4512901
Comércio sob consignação de veículos automotores,4512-9/02,subclass,4512902
Manutenção e reparação de veículos automotores,45.2,group,452
Manutenção e reparação de veículos automotores,45.20-0,class,45200
Serviços de manutenção e reparação mecânica de veículos automotores,4520-0/01,subclass,4520001
Serviços de lanternagem ou funilaria e pintura de veículos automotores,4520-0/02,subclass,4520002
Serviços de manutenção e reparação elétrica de veículos automotores,4520-0/03,subclass,4520003
Serviços de alinhamento e balanceamento de veículos automotores,4520-0/04,subclass,4520004
"Serviços de lavagem, lubrificação e polimento de veículos automotores",4520-0/05,subclass,4520005
Serviços de borracharia para veículos automotores,4520-0/06,subclass,4520006
"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores",4520-0/07,subclass,4520007
Serviços de capotaria,4520-0/08,subclass,4520008
Comércio de peças e acessórios para veículos automotores,45.3,group,453
Comércio de peças e acessórios para veículos automotores,45.30-7,class,45307
Comércio por atacado de peças e acessórios novos para veículos automotores,4530-7/01,subclass,4530701
Comércio por atacado de pneumáticos e câmaras-de-ar,4530-7/02,subclass,4530702
Comércio a varejo de peças e acessórios novos para veículos automotores,4530-7/03,subclass,4530703
Comércio a varejo de peças e acessórios usados para veículos automotores,4530-7/04,subclass,4530704
Comércio a varejo de pneumáticos e câmaras-de-ar,4530-7/05,subclass,4530705
Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores,4530-7/06,subclass,4530706
"Comércio, manutenção e reparação de motocicletas, peças e acessórios",45.4,group,454
"Comércio por atacado e a varejo de motocicletas, peças e acessórios",45.41-2,class,45412
Comércio por atacado de motocicletas e motonetas,4541-2/01,subclass,4541201
Comércio por atacado de peças e acessórios para motocicletas e motonetas,4541-2/02,subclass,4541202
Comércio a varejo de motocicletas e motonetas novas,4541-2/03,subclass,4541203
Comércio a varejo de motocicletas e motonetas usadas,4541-2/04,subclass,4541204
Comércio a varejo de peças e acessórios novos para motocicletas e motonetas,4541-2/06,subclass,4541206
Comércio a varejo de peças e acessórios usados para motocicletas e motonetas,4541-2/07,subclass,4541207
"Representantes comerciais e agentes do comércio de motocicletas, peças e acessórios",45.42-1,class,45421
"Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios",4542-1/01,subclass,4542101
Comércio sob consignação de motocicletas e motonetas,4542-1/02,subclass,4542102
Manutenção e reparação de motocicletas,45.43-9,class,45439
Manutenção e reparação de motocicletas e motonetas,4543-9/00,subclass,4543900
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46,division,46
"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas",46.1,group,461
Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos,46.11-7,class,46117
Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos,4611-7/00,subclass,4611700
"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos",46.12-5,class,46125
"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos",4612-5/00,subclass,4612500
"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens",46.13-3,class,46133
"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens",4613-3/00,subclass,4613300
"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves",46.14-1,class,46141
"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves",4614-1/00,subclass,4614100
"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico",46.15-0,class,46150
"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico",4615-0/00,subclass,4615000
"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem",46.16-8,class,46168
"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem",4616-8/00,subclass,4616800
"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo",46.17-6,class,46176
"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo",4617-6/00,subclass,4617600
Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente,46.18-4,class,46184
"Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria",4618-4/01,subclass,4618401
Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares,4618-4/02,subclass,4618402
"Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações",4618-4/03,subclass,4618403
Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente,4618-4/99,subclass,4618499
Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,46.19-2,class,46192
Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,4619-2/00,subclass,4619200
Comércio atacadista de matérias-primas agrícolas e animais vivos,46.2,group,462
Comércio atacadista de café em grão,46.21-4,class,46214
Comércio atacadista de café em grão,4621-4/00,subclass,4621400
Comércio atacadista de soja,46.22-2,class,46222
Comércio atacadista de soja,4622-2/00,subclass,4622200
"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",46.23-1,class,46231
Comércio atacadista de animais vivos,4623-1/01,subclass,4623101
"Comércio atacadista de couros, lãs, peles e outros subprodutos não comestíveis de origem animal",4623-1/02,subclass,4623102
Comércio atacadista de algodão,4623-1/03,subclass,4623103
Comércio atacadista de fumo em folha não beneficiado,4623-1/04,subclass,4623104
Comércio atacadista de cacau,4623-1/05,subclass,4623105
"Comércio atacadista de sementes, flores, plantas e gramas",4623-1/06,subclass,4623106
Comércio atacadista de sisal,4623-1/07,subclass,4623107
Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada,4623-1/08,subclass,4623108
Comércio atacadista de alimentos para animais,4623-1/09,subclass,4623109
Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,4623-1/99,subclass,4623199
"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",46.3,group,463
Comércio atacadista de leite e laticínios,46.31-1,class,46311
Comércio atacadista de leite e laticínios,4631-1/00,subclass,4631100
"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas",46.32-0,class,46320
Comércio atacadista de cereais e leguminosas beneficiados,4632-0/01,subclass,4632001
"Comércio atacadista de farinhas, amidos e féculas",4632-0/02,subclass,4632002
"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada",4632-0/03,subclass,4632003
Comércio atacadista de hortifrutigranjeiros,46.33-8,class,46338
"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos",4633-8/01,subclass,4633801
Comércio atacadista de aves vivas e ovos,4633-8/02,subclass,4633802
Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação,4633-8/03,subclass,4633803
"Comércio atacadista de carnes, produtos da carne e pescado",46.34-6,class,46346
Comércio atacadista de carnes bovinas e suínas e derivados,4634-6/01,subclass,4634601
Comércio atacadista de aves abatidas e derivados,4634-6/02,subclass,4634602
Comércio atacadista de pescados e frutos do mar,4634-6/03,subclass,4634603
Comércio atacadista de carnes e derivados de outros animais,4634-6/99,subclass,4634699
Comércio atacadista de bebidas,46.35-4,class,46354
Comércio atacadista de água mineral,4635-4/01,subclass,4635401
"Comércio atacadista de cerveja, chope e refrigerante",4635-4/02,subclass,4635402
Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,4635-4/03,subclass,4635403
Comércio atacadista de bebidas não especificadas anteriormente,4635-4/99,subclass,4635499
Comércio atacadista de produtos do fumo,46.36-2,class,46362
Comércio atacadista de fumo beneficiado,4636-2/01,subclass,4636201
"Comércio atacadista de cigarros, cigarrilhas e charutos",4636-2/02,subclass,4636202
Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,46.37-1,class,46371
"Comércio atacadista de café torrado, moído e solúvel",4637-1/01,subclass,4637101
Comércio atacadista de açúcar,4637-1/02,subclass,4637102
Comércio atacadista de óleos e gorduras,4637-1/03,subclass,4637103
"Comércio atacadista de pães, bolos, biscoitos e similares",4637-1/04,subclass,4637104
Comércio atacadista de massas alimentícias,4637-1/05,subclass,4637105
Comércio atacadista de sorvetes,4637-1/06,subclass,4637106
"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",4637-1/07,subclass,4637107
Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,4637-1/99,subclass,4637199
Comércio atacadista de produtos alimentícios em geral,46.39-7,class,46397
Comércio atacadista de produtos alimentícios em geral,4639-7/01,subclass,4639701
"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",4639-7/02,subclass,4639702
Comércio atacadista de produtos de consumo não alimentar,46.4,group,464
"Comércio atacadista de tecidos, artefatos de tecidos e de armarinho",46.41-9,class,46419
Comércio atacadista de tecidos,4641-9/01,subclass,4641901
"Comércio atacadista de artigos de cama, mesa e banho",4641-9/02,subclass,4641902
Comércio atacadista de artigos de armarinho,4641-9/03,subclass,4641903
Comércio atacadista de artigos do vestuário e acessórios,46.42-7,class,46427
"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",4642-7/01,subclass,4642701
Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho,4642-7/02,subclass,4642702
Comércio atacadista de calçados e artigos de viagem,46.43-5,class,46435
Comércio atacadista de calçados,4643-5/01,subclass,4643501
"Comércio atacadista de bolsas, malas e artigos de viagem",4643-5/02,subclass,4643502
Comércio atacadista de produtos farmacêuticos para uso humano e veterinário,46.44-3,class,46443
Comércio atacadista de medicamentos e drogas de uso humano,4644-3/01,subclass,4644301
Comércio atacadista de medicamentos e drogas de uso veterinário,4644-3/02,subclass,4644302
"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico",46.45-1,class,46451
"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",4645-1/01,subclass,4645101
Comércio atacadista de próteses e artigos de ortopedia,4645-1/02,subclass,4645102
Comércio atacadista de produtos odontológicos,4645-1/03,subclass,4645103
"Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal",46.46-0,class,46460
Comércio atacadista de cosméticos e produtos de perfumaria,4646-0/01,subclass,4646001
Comércio atacadista de produtos de higiene pessoal,4646-0/02,subclass,4646002
"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações",46.47-8,class,46478
Comércio atacadista de artigos de escritório e de papelaria,4647-8/01,subclass,4647801
"Comércio atacadista de livros, jornais e outras publicações",4647-8/02,subclass,4647802
Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,46.49-4,class,46494
Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico,4649-4/01,subclass,4649401
Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico,4649-4/02,subclass,4649402
"Comércio atacadista de bicicletas, triciclos e outros veículos recreativos",4649-4/03,subclass,4649403
Comércio atacadista de móveis e artigos de colchoaria,4649-4/04,subclass,4649404
Comércio atacadista de artigos de tapeçaria; persianas e cortinas,4649-4/05,subclass,4649405
"Comércio atacadista de lustres, luminárias e abajures",4649-4/06,subclass,4649406
"Comércio atacadista de filmes, CDs, DVDs, fitas e discos",4649-4/07,subclass,4649407
"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",4649-4/08,subclass,4649408
"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada",4649-4/09,subclass,4649409
"Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas",4649-4/10,subclass,4649410
Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,4649-4/99,subclass,4649499
Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,46.5,group,465
"Comércio atacadista de computadores, periféricos e suprimentos de informática",46.51-6,class,46516
Comércio atacadista de equipamentos de informática,4651-6/01,subclass,4651601
Comércio atacadista de suprimentos para informática,4651-6/02,subclass,4651602
Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação,46.52-4,class,46524
Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação,4652-4/00,subclass,4652400
"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",46.6,group,466
"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças",46.61-3,class,46613
"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças",4661-3/00,subclass,4661300
"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças",46.62-1,class,46621
"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças",4662-1/00,subclass,4662100
Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças,46.63-0,class,46630
Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças,4663-0/00,subclass,4663000
"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças",46.64-8,class,46648
"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças",4664-8/00,subclass,4664800
Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,46.65-6,class,46656
Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,4665-6/00,subclass,4665600
"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças",46.69-9,class,46699
Comércio atacadista de bombas e compressores; partes e peças,4669-9/01,subclass,4669901
Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças,4669-9/99,subclass,4669999
"Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção",46.7,group,467
Comércio atacadista de madeira e produtos derivados,46.71-1,class,46711
Comércio atacadista de madeira e produtos derivados,4671-1/00,subclass,4671100
Comércio atacadista de ferragens e ferramentas,46.72-9,class,46729
Comércio atacadista de ferragens e ferramentas,4672-9/00,subclass,4672900
Comércio atacadista de material elétrico,46.73-7,class,46737
Comércio atacadista de material elétrico,4673-7/00,subclass,4673700
Comércio atacadista de cimento,46.74-5,class,46745
Comércio atacadista de cimento,4674-5/00,subclass,4674500
Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral,46.79-6,class,46796
"Comércio atacadista de tintas, vernizes e similares",4679-6/01,subclass,4679601
Comércio atacadista de mármores e granitos,4679-6/02,subclass,4679602
"Comércio atacadista de vidros, espelhos e vitrais",4679-6/03,subclass,4679603
Comércio atacadista especializado de materiais de construção não especificados anteriormente,4679-6/04,subclass,4679604
Comércio atacadista de materiais de construção em geral,4679-6/99,subclass,4679699
Comércio atacadista especializado em outros produtos,46.8,group,468
"Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP",46.81-8,class,46818
"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR)",4681-8/01,subclass,4681801
Comércio atacadista de combustíveis realizado por transportador retalhista (TRR),4681-8/02,subclass,4681802
"Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante",4681-8/03,subclass,4681803
Comércio atacadista de combustíveis de origem mineral em bruto,4681-8/04,subclass,4681804
Comércio atacadista de lubrificantes,4681-8/05,subclass,4681805
Comércio atacadista de gás liquefeito de petróleo (GLP),46.82-6,class,46826
Comércio atacadista de gás liquefeito de petróleo (GLP),4682-6/00,subclass,4682600
"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",46.83-4,class,46834
"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",4683-4/00,subclass,4683400
"Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos",46.84-2,class,46842
Comércio atacadista de resinas e elastômeros,4684-2/01,subclass,4684201
Comércio atacadista de solventes,4684-2/02,subclass,4684202
Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente,4684-2/99,subclass,4684299
"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",46.85-1,class,46851
"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",4685-1/00,subclass,4685100
Comércio atacadista de papel e papelão em bruto e de embalagens,46.86-9,class,46869
Comércio atacadista de papel e papelão em bruto,4686-9/01,subclass,4686901
Comércio atacadista de embalagens,4686-9/02,subclass,4686902
Comércio atacadista de resíduos e sucatas,46.87-7,class,46877
Comércio atacadista de resíduos de papel e papelão,4687-7/01,subclass,4687701
"Comércio atacadista de resíduos e sucatas não metálicos, exceto de papel e papelão",4687-7/02,subclass,4687702
Comércio atacadista de resíduos e sucatas metálicos,4687-7/03,subclass,4687703
Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente,46.89-3,class,46893
"Comércio atacadista de produtos da extração mineral, exceto combustíveis",4689-3/01,subclass,4689301
Comércio atacadista de fios e fibras beneficiados,4689-3/02,subclass,4689302
Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente,4689-3/99,subclass,4689399
Comércio atacadista não especializado,46.9,group,469
"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",46.91-5,class,46915
"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",4691-5/00,subclass,4691500
"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários",46.92-3,class,46923
"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários",4692-3/00,subclass,4692300
"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",46.93-1,class,46931
"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",4693-1/00,subclass,4693100
COMÉRCIO VAREJISTA,47,division,47
Comércio varejista não especializado,47.1,group,471
"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",47.11-3,class,47113
"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",4711-3/01,subclass,4711301
"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",4711-3/02,subclass,4711302
"Comércio varejista de mercadorias em geral, com
predominância de produtos alimentícios - minimercados,
mercearias e armazéns",47.12-1,class,47121
"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",4712-1/00,subclass,4712100
"Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",47.13-0,class,47130
"Lojas de variedades, exceto lojas de departamentos ou magazines",4713-0/02,subclass,4713002
"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)",4713-0/04,subclass,4713004
"Lojas francas (Duty Free) de aeroportos, portos e em fronteiras terrestres",4713-0/05,subclass,4713005
"Comércio varejista de produtos alimentícios, bebidas e fumo",47.2,group,472
"Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes",47.21-1,class,47211
Padaria e confeitaria com predominância de revenda,4721-1/02,subclass,4721102
Comércio varejista de laticínios e frios,4721-1/03,subclass,4721103
"Comércio varejista de doces, balas, bombons e semelhantes",4721-1/04,subclass,4721104
Comércio varejista de carnes e pescados - açougues e peixarias,47.22-9,class,47229
Comércio varejista de carnes - açougues,4722-9/01,subclass,4722901
Peixaria,4722-9/02,subclass,4722902
Comércio varejista de bebidas,47.23-7,class,47237
Comércio varejista de bebidas,4723-7/00,subclass,4723700
Comércio varejista de hortifrutigranjeiros,47.24-5,class,47245
Comércio varejista de hortifrutigranjeiros,4724-5/00,subclass,4724500
Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo,47.29-6,class,47296
Tabacaria,4729-6/01,subclass,4729601
Comércio varejista de mercadorias em lojas de conveniência,4729-6/02,subclass,4729602
Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,4729-6/99,subclass,4729699
Comércio varejista de combustíveis para veículos automotores,47.3,group,473
Comércio varejista de combustíveis para veículos automotores,47.31-8,class,47318
Comércio varejista de combustíveis para veículos automotores,4731-8/00,subclass,4731800
Comércio varejista de lubrificantes,47.32-6,class,47326
Comércio varejista de lubrificantes,4732-6/00,subclass,4732600
Comércio varejista de material de construção,47.4,group,474
Comércio varejista de tintas e materiais para pintura,47.41-5,class,47415
Comércio varejista de tintas e materiais para pintura,4741-5/00,subclass,4741500
Comércio varejista de material elétrico,47.42-3,class,47423
Comércio varejista de material elétrico,4742-3/00,subclass,4742300
Comércio varejista de vidros,47.43-1,class,47431
Comércio varejista de vidros,4743-1/00,subclass,4743100
"Comércio varejista de ferragens, madeira e materiais de construção",47.44-0,class,47440
Comércio varejista de ferragens e ferramentas,4744-0/01,subclass,4744001
Comércio varejista de madeira e artefatos,4744-0/02,subclass,4744002
Comércio varejista de materiais hidráulicos,4744-0/03,subclass,4744003
"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",4744-0/04,subclass,4744004
Comércio varejista de materiais de construção não especificados anteriormente,4744-0/05,subclass,4744005
Comércio varejista de pedras para revestimento,4744-0/06,subclass,4744006
Comércio varejista de materiais de construção em geral,4744-0/99,subclass,4744099
Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,47.5,group,475
Comércio varejista especializado de equipamentos e suprimentos de informática,47.51-2,class,47512
Comércio varejista especializado de equipamentos e suprimentos de informática,4751-2/01,subclass,4751201
Recarga de cartuchos para equipamentos de informática,4751-2/02,subclass,4751202
Comércio varejista especializado de equipamentos de telefonia e comunicação,47.52-1,class,47521
Comércio varejista especializado de equipamentos de telefonia e comunicação,4752-1/00,subclass,4752100
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,47.53-9,class,47539
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,4753-9/00,subclass,4753900
"Comércio varejista especializado de móveis, colchoaria e artigos de iluminação",47.54-7,class,47547
Comércio varejista de móveis,4754-7/01,subclass,4754701
Comércio varejista de artigos de colchoaria,4754-7/02,subclass,4754702
Comércio varejista de artigos de iluminação,4754-7/03,subclass,4754703
"Comércio varejista especializado de tecidos e artigos de cama, mesa e banho",47.55-5,class,47555
Comércio varejista de tecidos,4755-5/01,subclass,4755501
Comercio varejista de artigos de armarinho,4755-5/02,subclass,4755502
"Comercio varejista de artigos de cama, mesa e banho",4755-5/03,subclass,4755503
Comércio varejista especializado de instrumentos musicais e acessórios,47.56-3,class,47563
Comércio varejista especializado de instrumentos musicais e acessórios,4756-3/00,subclass,4756300
"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação",47.57-1,class,47571
"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação",4757-1/00,subclass,4757100
Comércio varejista de artigos de uso doméstico não especificados anteriormente,47.59-8,class,47598
"Comércio varejista de artigos de tapeçaria, cortinas e persianas",4759-8/01,subclass,4759801
Comércio varejista de outros artigos de uso doméstico não especificados anteriormente,4759-8/99,subclass,4759899
"Comércio varejista de artigos culturais, recreativos e esportivos",47.6,group,476
"Comércio varejista de livros, jornais, revistas e papelaria",47.61-0,class,47610
Comércio varejista de livros,4761-0/01,subclass,4761001
Comércio varejista de jornais e revistas,4761-0/02,subclass,4761002
Comércio varejista de artigos de papelaria,4761-0/03,subclass,4761003
"Comércio varejista de discos, CDs, DVDs e fitas",47.62-8,class,47628
"Comércio varejista de discos, CDs, DVDs e fitas",4762-8/00,subclass,4762800
Comércio varejista de artigos recreativos e esportivos,47.63-6,class,47636
Comércio varejista de brinquedos e artigos recreativos,4763-6/01,subclass,4763601
Comércio varejista de artigos esportivos,4763-6/02,subclass,4763602
Comércio varejista de bicicletas e triciclos; peças e acessórios,4763-6/03,subclass,4763603
"Comércio varejista de artigos de caça, pesca e camping",4763-6/04,subclass,4763604
Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios,4763-6/05,subclass,4763605
"Comércio varejista de produtos farmacêuticos, perfumaria e cosméticos e artigos médicos, ópticos e ortopédicos",47.7,group,477
Comércio varejista de produtos farmacêuticos para uso humano e veterinário,47.71-7,class,47717
"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",4771-7/01,subclass,4771701
"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas",4771-7/02,subclass,4771702
Comércio varejista de produtos farmacêuticos homeopáticos,4771-7/03,subclass,4771703
Comércio varejista de medicamentos veterinários,4771-7/04,subclass,4771704
"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",47.72-5,class,47725
"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",4772-5/00,subclass,4772500
Comércio varejista de artigos médicos e ortopédicos,47.73-3,class,47733
Comércio varejista de artigos médicos e ortopédicos,4773-3/00,subclass,4773300
Comércio varejista de artigos de óptica,47.74-1,class,47741
Comércio varejista de artigos de óptica,4774-1/00,subclass,4774100
Comércio varejista de produtos novos não especificados anteriormente e de produtos usados,47.8,group,478
Comércio varejista de artigos do vestuário e acessórios,47.81-4,class,47814
Comércio varejista de artigos do vestuário e acessórios,4781-4/00,subclass,4781400
Comércio varejista de calçados e artigos de viagem,47.82-2,class,47822
Comércio varejista de calçados,4782-2/01,subclass,4782201
Comércio varejista de artigos de viagem,4782-2/02,subclass,4782202
Comércio varejista de jóias e relógios,47.83-1,class,47831
Comércio varejista de artigos de joalheria,4783-1/01,subclass,4783101
Comércio varejista de artigos de relojoaria,4783-1/02,subclass,4783102
Comércio varejista de gás liqüefeito de petróleo (GLP),47.84-9,class,47849
Comércio varejista de gás liqüefeito de petróleo (GLP),4784-9/00,subclass,4784900
Comércio varejista de artigos usados,47.85-7,class,47857
Comércio varejista de antiguidades,4785-7/01,subclass,4785701
Comércio varejista de outros artigos usados,4785-7/99,subclass,4785799
Comércio varejista de outros produtos novos não especificados anteriormente,47.89-0,class,47890
"Comércio varejista de suvenires, bijuterias e artesanatos",4789-0/01,subclass,4789001
Comércio varejista de plantas e flores naturais,4789-0/02,subclass,4789002
Comércio varejista de objetos de arte,4789-0/03,subclass,4789003
Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,4789-0/04,subclass,4789004
Comércio varejista de produtos saneantes domissanitários,4789-0/05,subclass,4789005
Comércio varejista de fogos de artifício e artigos pirotécnicos,4789-0/06,subclass,4789006
Comércio varejista de equipamentos para escritório,4789-0/07,subclass,4789007
Comércio varejista de artigos fotográficos e para filmagem,4789-0/08,subclass,4789008
Comércio varejista de armas e munições,4789-0/09,subclass,4789009
Comércio varejista de outros produtos não especificados anteriormente,4789-0/99,subclass,4789099
Comércio ambulante e outros tipos de comércio varejista,47.9,group,479
Comércio ambulante e outros tipos de comércio varejista,47.90-3,class,47903
"TRANSPORTE, ARMAZENAGEM E CORREIO",H,section,H
TRANSPORTE TERRESTRE,49,division,49
Transporte ferroviário e metroferroviário,49.1,group,491
Transporte ferroviário de carga,49.11-6,class,49116
Transporte ferroviário de carga,4911-6/00,subclass,4911600
Transporte metroferroviário de passageiros,49.12-4,class,49124
Transporte ferroviário de passageiros intermunicipal e interestadual,4912-4/01,subclass,4912401
Transporte ferroviário de passageiros municipal e em região metropolitana,4912-4/02,subclass,4912402
Transporte metroviário,4912-4/03,subclass,4912403
Transporte rodoviário de passageiros,49.2,group,492
"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana",49.21-3,class,49213
"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",4921-3/01,subclass,4921301
"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",4921-3/02,subclass,4921302
"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, interestadual e internacional",49.22-1,class,49221
